agency_id,incident_id,nibrs_month_id,incident_number,cargo_theft_flag,submission_date,incident_date,report_date_flag,incident_hour,cleared_except_id,cleared_except_date,incident_status,data_home,ddocname,orig_format,ff_line_number,did
10736,82322430,6796151,150324012011,,,2015-03-24 00:00:00,,16,6,,0,C,2015_03_NB0770000_150324012011_INC,,,
10736,82322431,6796151,150324012040,,,2015-03-19 00:00:00,,12,6,,0,C,2015_03_NB0770000_150324012040_INC,,,
10736,82322432,6796151,150325012051,,,2015-03-25 00:00:00,,0,6,,0,C,2015_03_NB0770000_150325012051_INC,,,
10736,82322433,6796151,150325012052,,,2015-03-25 00:00:00,,1,6,,0,C,2015_03_NB0770000_150325012052_INC,,,
10736,82322434,6796151,150325012053,,,2015-03-25 00:00:00,,1,6,,0,C,2015_03_NB0770000_150325012053_INC,,,
10736,82322435,6796151,150325012057,,,2015-03-24 00:00:00,,23,6,,0,C,2015_03_NB0770000_150325012057_INC,,,
10736,82322436,6796151,150325012060,,,2015-03-25 00:00:00,,3,6,,0,C,2015_03_NB0770000_150325012060_INC,,,
10736,82322437,6796151,150325012084,,,2015-03-25 00:00:00,,8,6,,0,C,2015_03_NB0770000_150325012084_INC,,,
10736,82322438,6796151,150325012122,,,2015-03-24 00:00:00,,19,6,,0,C,2015_03_NB0770000_150325012122_INC,,,
10736,82322439,6796151,150325012128,,,2015-03-23 00:00:00,,11,6,,0,C,2015_03_NB0770000_150325012128_INC,,,
10736,82322440,6796151,150325012156,,,2015-03-25 00:00:00,,15,6,,0,C,2015_03_NB0770000_150325012156_INC,,,
10736,82322441,6796151,150325012183,,,2015-03-25 00:00:00,,19,6,,0,C,2015_03_NB0770000_150325012183_INC,,,
10736,82322442,6796151,150325012197,,,2015-03-25 00:00:00,,18,6,,0,C,2015_03_NB0770000_150325012197_INC,,,
10736,82322443,6796151,150325012204,,,2015-03-25 00:00:00,,21,6,,0,C,2015_03_NB0770000_150325012204_INC,,,
10736,82322444,6796151,150326012312,,,2015-03-24 00:00:00,,19,6,,0,C,2015_03_NB0770000_150326012312_INC,,,
10736,82322445,6796151,150326012314,,,2015-03-24 00:00:00,,18,6,,0,C,2015_03_NB0770000_150326012314_INC,,,
10736,82322446,6796151,150326012324,,,2015-03-26 00:00:00,,18,6,,0,C,2015_03_NB0770000_150326012324_INC,,,
10736,82322447,6796151,150327012389,,,2015-03-27 00:00:00,,7,6,,0,C,2015_03_NB0770000_150327012389_INC,,,
10736,82322449,6796151,150327012413,,,2015-03-27 00:00:00,,14,6,,0,C,2015_03_NB0770000_150327012413_INC,,,
10736,82322450,6796151,150328012483,,,2015-03-28 00:00:00,,0,6,,0,C,2015_03_NB0770000_150328012483_INC,,,
10736,82322451,6796151,150328012496,,,2015-03-28 00:00:00,,4,6,,0,C,2015_03_NB0770000_150328012496_INC,,,
10736,82322452,6796151,150328012504,,,2015-03-28 00:00:00,,8,6,,0,C,2015_03_NB0770000_150328012504_INC,,,
10736,82324539,6796151,150603021266,,,2015-03-26 00:00:00,,0,6,,0,C,2015_03_NB0770000_150603021266_INC,,,
10736,82326773,6796151,150901034091,,,2015-03-01 00:00:00,,0,6,,0,C,2015_03_NB0770000_150901034091_INC,,,
10736,82326785,6796151,150903034432,,,2015-03-01 00:00:00,,0,6,,0,C,2015_03_NB0770000_150903034432_INC,,,
10736,82322367,6796151,150307009646,,,2015-03-07 00:00:00,,23,6,,0,C,2015_03_NB0770000_150307009646_INC,,,
10736,82322368,6796151,150308009692,,,2015-03-07 00:00:00,,17,6,,0,C,2015_03_NB0770000_150308009692_INC,,,
10736,82322369,6796151,150308009703,,,2015-03-07 00:00:00,,21,6,,0,C,2015_03_NB0770000_150308009703_INC,,,
10736,82322370,6796151,150308009706,,,2015-03-08 00:00:00,,1,6,,0,C,2015_03_NB0770000_150308009706_INC,,,
10736,82322371,6796151,150308009720,,,2015-03-07 00:00:00,,9,6,,0,C,2015_03_NB0770000_150308009720_INC,,,
10736,82323551,6796151,150512018127,,,2015-03-30 00:00:00,,10,6,,0,C,2015_03_NB0770000_150512018127_INC,,,
10736,82330994,6796151,160310009485,,,2015-03-01 00:00:00,,0,6,,0,C,2015_03_NB0770000_160310009485_INC,,,
10736,82330995,6796151,160315010122,,,2015-03-08 00:00:00,,10,6,,0,C,2015_03_NB0770000_160315010122_INC,,,
10736,82322541,6796151,150414010593,,,2015-03-13 00:00:00,,10,6,,0,C,2015_03_NB0770000_150414010593_INC,,,
10736,82322544,6796151,150414014693,,,2015-03-06 00:00:00,,14,6,,0,C,2015_03_NB0770000_150414014693_INC,,,
10736,82322556,6796151,150417015065,,,2015-03-20 00:00:00,,15,6,,0,C,2015_03_NB0770000_150417015065_INC,,,
10736,82328820,6796151,151019040379,,,2015-03-01 00:00:00,,0,6,,0,C,2015_03_NB0770000_151019040379_INC,,,
10736,82321475,6796151,150305009351,,,2015-03-05 00:00:00,,18,6,,0,C,2015_03_NB0770000_150305009351_INC,,,
10736,82321476,6796151,150306009424,,,2015-03-05 00:00:00,,16,6,,0,C,2015_03_NB0770000_150306009424_INC,,,
10736,82321468,6796151,150303009066,,,2015-03-03 00:00:00,,17,6,,0,C,2015_03_NB0770000_150303009066_INC,,,
10736,82321470,6796151,150304009225,,,2015-03-04 00:00:00,,23,6,,0,C,2015_03_NB0770000_150304009225_INC,,,
10736,82321472,6796151,150305009318,,,2015-03-05 00:00:00,,11,6,,0,C,2015_03_NB0770000_150305009318_INC,,,
10736,82321474,6796151,150305009348,,,2015-03-05 00:00:00,,17,6,,0,C,2015_03_NB0770000_150305009348_INC,,,
10736,82321477,6796151,150306009444,,,2015-03-06 00:00:00,,12,6,,0,C,2015_03_NB0770000_150306009444_INC,,,
10736,82321478,6796151,150306009473,,,2015-03-05 00:00:00,,17,6,,0,C,2015_03_NB0770000_150306009473_INC,,,
10736,82321479,6796151,150306009508,,,2015-03-06 00:00:00,,22,6,,0,C,2015_03_NB0770000_150306009508_INC,,,
10736,82321480,6796151,150307009522,,,2015-03-07 00:00:00,,2,6,,0,C,2015_03_NB0770000_150307009522_INC,,,
10736,82321481,6796151,150307009525,,,2015-03-07 00:00:00,,3,6,,0,C,2015_03_NB0770000_150307009525_INC,,,
10736,82321483,6796151,150307009565,,,2015-03-06 00:00:00,,21,6,,0,C,2015_03_NB0770000_150307009565_INC,,,
10736,82321484,6796151,150307009571,,,2015-03-07 00:00:00,,8,6,,0,C,2015_03_NB0770000_150307009571_INC,,,
10736,87914429,6806669,150928037702,,2017-11-06 00:00:00,2015-09-28 00:00:00,,12,6,,0,C,2015_09_NB0770000_150928037702_INC,F,,11579213
10736,88243828,6806669,150921036797,,2017-11-06 00:00:00,2015-09-21 00:00:00,,15,6,,0,C,2015_09_NB0770000_150921036797_INC,F,,12291630
10736,82329952,6806669,151207047156,,,2015-09-20 00:00:00,,12,6,,0,C,2015_09_NB0770000_151207047156_INC,,,
10736,85014358,6806669,150919036480,,2017-11-06 00:00:00,2015-09-18 00:00:00,,23,6,,0,C,2015_09_NB0770000_150919036480_INC,F,,5925601
10736,82327839,6806669,151005038550,,,2015-09-25 00:00:00,,17,6,,0,C,2015_09_NB0770000_151005038550_INC,,,
10736,82327843,6806669,151006038657,,,2015-09-08 00:00:00,,0,6,,0,C,2015_09_NB0770000_151006038657_INC,,,
10736,82330999,6806669,160527020464,,,2015-09-01 00:00:00,,0,6,,0,C,2015_09_NB0770000_160527020464_INC,,,
10736,82331001,6806669,160706026380,,,2015-09-01 00:00:00,,8,6,,0,C,2015_09_NB0770000_160706026380_INC,,,
10736,82327685,6806669,150908035104,,,2015-09-04 00:00:00,,17,6,,0,C,2015_09_NB0770000_150908035104_INC,,,
